NorESM3 name V1.0 table ,NorESM3 name (dependency),NOTES,CMIP6 Compound Name,CMIP7 Compound Name,Branded Variable Name,Link to Ranking,Min Rank in CMIP6 download statistics,Physical Parameter,Units (from Physical Parameter),CF Standard Name (from Physical Parameter),Title,Description,Spatial Shape,Extra dimensions,Coordinates,Type,Modelling Realm - Primary,Modelling Realm - Secondary,Dimensions,CMIP6 Table (legacy),CMIP6 Frequency (legacy),CMIP7 Freq.,Processing Note,Table Section (CMIP6),Positive Direction,Provenance,Temporal Shape,Cell Methods,Cell Measures,ESM-BCV 1.4,CMIP7 Variable Groups,Opportunity (from CMIP7 Variable Groups),Experiment Groups (from Opportunity),List of Experiments,Flag values,Flag meanings,Disambiguation,Temporal Sampling Rate,Horizontal Mesh,Vertical Dimension,Size,Conditional,Region,CF Standard Name (from Coordinates),Priority 3 (CMIP6),Priority 2 (CMIP6),Priority 1 (CMIP6),Variable Status,Physical Parameter Status,Flag - known issue,Branded Variable Name status,Flag - variable change since CMIP6,UID
n/a,,,Emon.fNVegSoil,land.fNVegSoil.tavg-u-hxy-lnd.mon.glb,fNVegSoil_tavg-u-hxy-lnd,Emon.fNVegSoil,1496,fNVegSoil,kg m-2 s-1,nitrogen_mass_flux_into_soil_from_vegetation_excluding_litter,Total Nitrogen Mass Flux from Vegetation Directly to Soil,"In some models part of nitrogen (e.g., root exudate) can go directly into the soil pool without entering litter.",Global field (single level),,,real,land,,"longitude, latitude, time",Emon,mon,mon,,,,C4MIP [C_LandT1],time-intv,area: mean where land time: mean,area: areacella,,"FireMIP_monthly,land_nitrogen_cycle_tier1","Benchmarking and Attributing Changes to Global Carbon and other Biogeochemical Cycles,Role of fire in the Earth system","picontrol,historical,scenarios,firemip_deck_subset,firemip_fast-track_subset,firemip-nonfasttrack,fast-track,historical,scenarios","abrupt-127k,scen7-vl,1pctco2-bgc,1pctco2-rad,abrupt-0p5xco2,abrupt-2xco2,amip-p4k,amip-piforcing,esm-flat10-cdr,esm-flat10-zec,scen7-h,hist-aer,hist-ghg,hist-nat,hist-piaer,hist-piaq,dcppB-forecast-cmip6,land-hist,scen7-ln,scen7-ml,scen7-m,g7-1p5k-sai,piclim-aer,piclim-histaer,piclim-histall,piclim-ch4,esm-scen7-vl-aq,scen7-l,esm-flat10,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,piclim-nox,piclim-so2,piclim-ods,piclim-n2o,esm-scen7-vl-aer,esm-scen7-h-aq,esm-scen7-h-aer,scen7-hl,esm-scen7-hl,scen7-h-aer,scen7-h-aq,scen7-vl-aer,scen7-vl-aq,esm-hist,historical,esm-piControl,picontrol,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,piclim-4xco2,piclim-anthro,piclim-control,dcppB-forecast-cmip6,land-hist,hist-nat,hist-aer,hist-ghg,hist-noFire,esm-s7h-noFireChange",,,,120,68400,1,"8,208",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,8b80fc82-4a5b-11e6-9cd2-ac72891c3257
TOTECOSYSN,TOTECOSYSN / 1000,,Emon.nLand,land.nLand.tavg-u-hxy-lnd.mon.glb,nLand_tavg-u-hxy-lnd,Emon.nLand,344,nLand,kg m-2,mass_content_of_nitrogen_in_vegetation_and_litter_and_soil_and_forestry_and_agricultural_products,Total Nitrogen in All Terrestrial Nitrogen Pools,Report missing data over ocean grid cells. For fractional land report value averaged over the land fraction.,Global field (single level),,,real,land,,"longitude, latitude, time",Emon,mon,mon,,,,C4MIP [C_LandT1],time-intv,area: mean where land time: mean,area: areacella,,"FireMIP_monthly,land_nitrogen_cycle_tier1","Benchmarking and Attributing Changes to Global Carbon and other Biogeochemical Cycles,Role of fire in the Earth system","picontrol,historical,scenarios,firemip_deck_subset,firemip_fast-track_subset,firemip-nonfasttrack,fast-track,historical,scenarios","abrupt-127k,scen7-vl,1pctco2-bgc,1pctco2-rad,abrupt-0p5xco2,abrupt-2xco2,amip-p4k,amip-piforcing,esm-flat10-cdr,esm-flat10-zec,scen7-h,hist-aer,hist-ghg,hist-nat,hist-piaer,hist-piaq,dcppB-forecast-cmip6,land-hist,scen7-ln,scen7-ml,scen7-m,g7-1p5k-sai,piclim-aer,piclim-histaer,piclim-histall,piclim-ch4,esm-scen7-vl-aq,scen7-l,esm-flat10,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,piclim-nox,piclim-so2,piclim-ods,piclim-n2o,esm-scen7-vl-aer,esm-scen7-h-aq,esm-scen7-h-aer,scen7-hl,esm-scen7-hl,scen7-h-aer,scen7-h-aq,scen7-vl-aer,scen7-vl-aq,esm-hist,historical,esm-piControl,picontrol,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,piclim-4xco2,piclim-anthro,piclim-control,dcppB-forecast-cmip6,land-hist,hist-nat,hist-aer,hist-ghg,hist-noFire,esm-s7h-noFireChange",,,,120,68400,1,"8,208",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,6f6b1b5c-9acb-11e6-b7ee-ac72891c3257
n/a,,,Emon.nLitter,land.nLitter.tavg-u-hxy-lnd.mon.glb,nLitter_tavg-u-hxy-lnd,Emon.nLitter,383,nLitter,kg m-2,litter_mass_content_of_nitrogen,Nitrogen Mass in Litter Pool,Report missing data over ocean grid cells. For fractional land report value averaged over the land fraction.,Global field (single level),,,real,land,,"longitude, latitude, time",Emon,mon,mon,,,,C4MIP [C_LandT1],time-intv,area: mean where land time: mean,area: areacella,,"FireMIP_monthly,land_nitrogen_cycle_tier1","Benchmarking and Attributing Changes to Global Carbon and other Biogeochemical Cycles,Role of fire in the Earth system","picontrol,historical,scenarios,firemip_deck_subset,firemip_fast-track_subset,firemip-nonfasttrack,fast-track,historical,scenarios","abrupt-127k,scen7-vl,1pctco2-bgc,1pctco2-rad,abrupt-0p5xco2,abrupt-2xco2,amip-p4k,amip-piforcing,esm-flat10-cdr,esm-flat10-zec,scen7-h,hist-aer,hist-ghg,hist-nat,hist-piaer,hist-piaq,dcppB-forecast-cmip6,land-hist,scen7-ln,scen7-ml,scen7-m,g7-1p5k-sai,piclim-aer,piclim-histaer,piclim-histall,piclim-ch4,esm-scen7-vl-aq,scen7-l,esm-flat10,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,piclim-nox,piclim-so2,piclim-ods,piclim-n2o,esm-scen7-vl-aer,esm-scen7-h-aq,esm-scen7-h-aer,scen7-hl,esm-scen7-hl,scen7-h-aer,scen7-h-aq,scen7-vl-aer,scen7-vl-aq,esm-hist,historical,esm-piControl,picontrol,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,piclim-4xco2,piclim-anthro,piclim-control,dcppB-forecast-cmip6,land-hist,hist-nat,hist-aer,hist-ghg,hist-noFire,esm-s7h-noFireChange",,,,120,68400,1,"8,208",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,6f6b0a36-9acb-11e6-b7ee-ac72891c3257
n/a,,,Emon.nProduct,land.nProduct.tavg-u-hxy-lnd.mon.glb,nProduct_tavg-u-hxy-lnd,Emon.nProduct,399,nProduct,kg m-2,nitrogen_mass_content_of_forestry_and_agricultural_products,Nitrogen Mass in Products of Land-Use Change,Report missing data over ocean grid cells. For fractional land report value averaged over the land fraction.,Global field (single level),,,real,land,,"longitude, latitude, time",Emon,mon,mon,,,,C4MIP [C_LandT1],time-intv,area: mean where land time: mean,area: areacella,,"FireMIP_monthly,land_nitrogen_cycle_tier1","Benchmarking and Attributing Changes to Global Carbon and other Biogeochemical Cycles,Role of fire in the Earth system","picontrol,historical,scenarios,firemip_deck_subset,firemip_fast-track_subset,firemip-nonfasttrack,fast-track,historical,scenarios","abrupt-127k,scen7-vl,1pctco2-bgc,1pctco2-rad,abrupt-0p5xco2,abrupt-2xco2,amip-p4k,amip-piforcing,esm-flat10-cdr,esm-flat10-zec,scen7-h,hist-aer,hist-ghg,hist-nat,hist-piaer,hist-piaq,dcppB-forecast-cmip6,land-hist,scen7-ln,scen7-ml,scen7-m,g7-1p5k-sai,piclim-aer,piclim-histaer,piclim-histall,piclim-ch4,esm-scen7-vl-aq,scen7-l,esm-flat10,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,piclim-nox,piclim-so2,piclim-ods,piclim-n2o,esm-scen7-vl-aer,esm-scen7-h-aq,esm-scen7-h-aer,scen7-hl,esm-scen7-hl,scen7-h-aer,scen7-h-aq,scen7-vl-aer,scen7-vl-aq,esm-hist,historical,esm-piControl,picontrol,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,piclim-4xco2,piclim-anthro,piclim-control,dcppB-forecast-cmip6,land-hist,hist-nat,hist-aer,hist-ghg,hist-noFire,esm-s7h-noFireChange",,,,120,68400,1,"8,208",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,8b80c06e-4a5b-11e6-9cd2-ac72891c3257
n/a,,,Emon.nVeg,land.nVeg.tavg-u-hxy-lnd.mon.glb,nVeg_tavg-u-hxy-lnd,Emon.nVeg,388,nVeg,kg m-2,vegetation_mass_content_of_nitrogen,Nitrogen Mass in Vegetation,Report missing data over ocean grid cells. For fractional land report value averaged over the land fraction.,Global field (single level),,,real,land,,"longitude, latitude, time",Emon,mon,mon,,,,PMIP [PMIP-Lmon-02],time-intv,area: mean where land time: mean,area: areacella,,"FireMIP_monthly,land_nitrogen_cycle_tier1","Benchmarking and Attributing Changes to Global Carbon and other Biogeochemical Cycles,Role of fire in the Earth system","picontrol,historical,scenarios,firemip_deck_subset,firemip_fast-track_subset,firemip-nonfasttrack,fast-track,historical,scenarios","abrupt-127k,scen7-vl,1pctco2-bgc,1pctco2-rad,abrupt-0p5xco2,abrupt-2xco2,amip-p4k,amip-piforcing,esm-flat10-cdr,esm-flat10-zec,scen7-h,hist-aer,hist-ghg,hist-nat,hist-piaer,hist-piaq,dcppB-forecast-cmip6,land-hist,scen7-ln,scen7-ml,scen7-m,g7-1p5k-sai,piclim-aer,piclim-histaer,piclim-histall,piclim-ch4,esm-scen7-vl-aq,scen7-l,esm-flat10,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,piclim-nox,piclim-so2,piclim-ods,piclim-n2o,esm-scen7-vl-aer,esm-scen7-h-aq,esm-scen7-h-aer,scen7-hl,esm-scen7-hl,scen7-h-aer,scen7-h-aq,scen7-vl-aer,scen7-vl-aq,esm-hist,historical,esm-piControl,picontrol,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,piclim-4xco2,piclim-anthro,piclim-control,dcppB-forecast-cmip6,land-hist,hist-nat,hist-aer,hist-ghg,hist-noFire,esm-s7h-noFireChange",,,,120,68400,1,"8,208",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,6f6b0478-9acb-11e6-b7ee-ac72891c3257
COL_FIRE_NLOSS,,,Emon.fNgasFire,land.fNgasFire.tavg-u-hxy-lnd.mon.glb,fNgasFire_tavg-u-hxy-lnd,Emon.fNgasFire,919,fNgasFire,kg m-2 s-1,surface_upward_mass_flux_of_nitrogen_compounds_expressed_as_nitrogen_due_to_emission_from_fires,"Total Nitrogen Lost to the Atmosphere (Including NHx, NOx, N2O, N2) from Fire",Flux of Nitrogen from the land into the atmosphere due to fire,Global field (single level),,,real,land,,"longitude, latitude, time",Emon,mon,mon,,,,C4MIP [C_LandT2],time-intv,area: mean where land time: mean,area: areacella,,"FireMIP_monthly,land_nitrogen_cycle_tier2","Benchmarking and Attributing Changes to Global Carbon and other Biogeochemical Cycles,Role of fire in the Earth system","picontrol,historical,scenarios,firemip_deck_subset,firemip_fast-track_subset,firemip-nonfasttrack,fast-track,historical,scenarios","abrupt-127k,scen7-vl,1pctco2-bgc,1pctco2-rad,abrupt-0p5xco2,abrupt-2xco2,amip-p4k,amip-piforcing,esm-flat10-cdr,esm-flat10-zec,scen7-h,hist-aer,hist-ghg,hist-nat,hist-piaer,hist-piaq,dcppB-forecast-cmip6,land-hist,scen7-ln,scen7-ml,scen7-m,g7-1p5k-sai,piclim-aer,piclim-histaer,piclim-histall,piclim-ch4,esm-scen7-vl-aq,scen7-l,esm-flat10,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,piclim-nox,piclim-so2,piclim-ods,piclim-n2o,esm-scen7-vl-aer,esm-scen7-h-aq,esm-scen7-h-aer,scen7-hl,esm-scen7-hl,scen7-h-aer,scen7-h-aq,scen7-vl-aer,scen7-vl-aq,esm-hist,historical,esm-piControl,picontrol,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,piclim-4xco2,piclim-anthro,piclim-control,dcppB-forecast-cmip6,land-hist,hist-nat,hist-aer,hist-ghg,hist-noFire,esm-s7h-noFireChange",,,,120,68400,1,"8,208",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,8b823c5a-4a5b-11e6-9cd2-ac72891c3257
DENIT+F_N2O_NIT+COL_FIRE_NLOSS,,,Emon.fNgas,land.fNgas.tavg-u-hxy-lnd.mon.glb,fNgas_tavg-u-hxy-lnd,Emon.fNgas,352,fNgas,kg m-2 s-1,surface_upward_mass_flux_of_nitrogen_compounds_expressed_as_nitrogen,"Total Nitrogen Lost to the Atmosphere (Sum of NHx, NOx, N2O, N2)",Total flux of Nitrogen from the land into the atmosphere.,Global field (single level),,,real,land,,"longitude, latitude, time",Emon,mon,mon,,,,PMIP [PMIP-Lmon-02],time-intv,area: mean where land time: mean,area: areacella,,"FireMIP_monthly,land_nitrogen_cycle_tier2","Benchmarking and Attributing Changes to Global Carbon and other Biogeochemical Cycles,Role of fire in the Earth system","picontrol,historical,scenarios,firemip_deck_subset,firemip_fast-track_subset,firemip-nonfasttrack,fast-track,historical,scenarios","abrupt-127k,scen7-vl,1pctco2-bgc,1pctco2-rad,abrupt-0p5xco2,abrupt-2xco2,amip-p4k,amip-piforcing,esm-flat10-cdr,esm-flat10-zec,scen7-h,hist-aer,hist-ghg,hist-nat,hist-piaer,hist-piaq,dcppB-forecast-cmip6,land-hist,scen7-ln,scen7-ml,scen7-m,g7-1p5k-sai,piclim-aer,piclim-histaer,piclim-histall,piclim-ch4,esm-scen7-vl-aq,scen7-l,esm-flat10,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,piclim-nox,piclim-so2,piclim-ods,piclim-n2o,esm-scen7-vl-aer,esm-scen7-h-aq,esm-scen7-h-aer,scen7-hl,esm-scen7-hl,scen7-h-aer,scen7-h-aq,scen7-vl-aer,scen7-vl-aq,esm-hist,historical,esm-piControl,picontrol,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,piclim-4xco2,piclim-anthro,piclim-control,dcppB-forecast-cmip6,land-hist,hist-nat,hist-aer,hist-ghg,hist-noFire,esm-s7h-noFireChange",,,,120,68400,1,"8,208",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,8b8231e2-4a5b-11e6-9cd2-ac72891c3257
SMIN_NO3_LEACHED+ SMIN_NO3_RUNOFF,SMIN_NO3_LEACHED / 1000,,Emon.fNleach,land.fNleach.tavg-u-hxy-lnd.mon.glb,fNleach_tavg-u-hxy-lnd,Emon.fNleach,414,fNleach,kg m-2 s-1,mass_flux_of_carbon_out_of_soil_due_to_leaching_and_runoff,"Total Nitrogen Loss to Leaching or Runoff (Sum of Ammonium, Nitrite and Nitrate)","In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics. The specification of a physical process by the phrase ""due_to_"" process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""Leaching"" means the loss of water soluble chemical species from soil. Runoff is the liquid water which drains from land. If not specified, ""runoff"" refers to the sum of surface runoff and subsurface drainage.",Global field (single level),,,real,land,,"longitude, latitude, time",Emon,mon,mon,,,,C4MIP [C_LandT2],time-intv,area: mean where land time: mean,area: areacella,,"FireMIP_monthly,land_nitrogen_cycle_tier2","Benchmarking and Attributing Changes to Global Carbon and other Biogeochemical Cycles,Role of fire in the Earth system","picontrol,historical,scenarios,firemip_deck_subset,firemip_fast-track_subset,firemip-nonfasttrack,fast-track,historical,scenarios","abrupt-127k,scen7-vl,1pctco2-bgc,1pctco2-rad,abrupt-0p5xco2,abrupt-2xco2,amip-p4k,amip-piforcing,esm-flat10-cdr,esm-flat10-zec,scen7-h,hist-aer,hist-ghg,hist-nat,hist-piaer,hist-piaq,dcppB-forecast-cmip6,land-hist,scen7-ln,scen7-ml,scen7-m,g7-1p5k-sai,piclim-aer,piclim-histaer,piclim-histall,piclim-ch4,esm-scen7-vl-aq,scen7-l,esm-flat10,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,piclim-nox,piclim-so2,piclim-ods,piclim-n2o,esm-scen7-vl-aer,esm-scen7-h-aq,esm-scen7-h-aer,scen7-hl,esm-scen7-hl,scen7-h-aer,scen7-h-aq,scen7-vl-aer,scen7-vl-aq,esm-hist,historical,esm-piControl,picontrol,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,piclim-4xco2,piclim-anthro,piclim-control,dcppB-forecast-cmip6,land-hist,hist-nat,hist-aer,hist-ghg,hist-noFire,esm-s7h-noFireChange",,,,120,68400,1,"8,208",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,8b822d82-4a5b-11e6-9cd2-ac72891c3257
,,,Amon.prra,atmos.prra.tavg-u-hxy-u.mon.glb,prra_tavg-u-hxy-u,,,prra,kg m-2 s-1,rainfall_flux,Rainfall Flux,Rainfall rate at surface: Includes precipitation of all forms of water in the liquid phase,Global field (single level),,,real,atmos,,"longitude, latitude, time",Amon,mon,mon,,,down,,time-intv,area: time: mean,area: areacella,,"FireMIP_monthly,landice_global_allfreq,paleo_permafrost","""Ice sheet mass loss, contributions to sea level rise and freshwater flux input to the climate system"",""Paleoclimate Research at the Interface between Past, Present, and Future"",Role of fire in the Earth system","picontrol,historical,scenarios,firemip_deck_subset,firemip_fast-track_subset,firemip-nonfasttrack,scenarios,historical,picontrol,ismip7-scenario-extensions,scenarios,pmip,historical,picontrol,scenarios_extensions","scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,esm-hist,historical,esm-piControl,picontrol,scen7-h-ext,esm-scen7-h-ext,scen7-vl-ext,esm-scen7-vl-ext,scen7-hl-ext,esm-scen7-hl-ext,scen7-ml-ext,esm-scen7-ml-ext,scen7-m-ext,esm-scen7-m-ext,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,abrupt-127k,1pctco2,abrupt-0p5xco2,abrupt-2xco2,abrupt-4xco2,esm-hist,esm-piControl,historical,picontrol,scen7-h-ext,scen7-hl-ext,scen7-vl-ext,scen7-ln-ext,esm-scen7-hl-ext,esm-scen7-vl-ext,esm-scen7-ln-ext,scen7-m-ext,scen7-ml-ext,scen7-l-ext,esm-scen7-h-ext,esm-scen7-m-ext,esm-scen7-ml-ext,esm-scen7-l-ext,esm-piControl,picontrol,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,piclim-4xco2,piclim-anthro,piclim-control,dcppB-forecast-cmip6,land-hist,hist-nat,hist-aer,hist-ghg,hist-noFire,esm-s7h-noFireChange",,,,120,68400,1,"8,208",,glb,,,,,New,Existing physical parameter,,Accepted,,83bbfbe1-7f07-11ef-9308-b1dd71e64bec
,,,LImon.snm,landIce.snm.tavg-u-hxy-lnd.mon.glb,snm_tavg-u-hxy-lnd,LImon.snm,112,snm,kg m-2 s-1,surface_snow_melt_flux,Surface Snow Melt,Computed as the total surface melt water on the land portion of the grid cell divided by the land area in the grid cell; report as 0.0 for snow-free land regions; report as missing where the land fraction is 0.,Global field (single level),,,real,landIce,land,"longitude, latitude, time",LImon,mon,mon,,,,LImon ((isd.003)),time-intv,area: mean where land time: mean,area: areacella,,"FireMIP_monthly,landice_global_allfreq,paleo_permafrost,snow_allfreq","""Assessments for Hydrological Processes, Water Resources, and Freshwater Systems"",""Glacier changes, drivers, and impacts"",""Ice sheet mass loss, contributions to sea level rise and freshwater flux input to the climate system"",""Paleoclimate Research at the Interface between Past, Present, and Future"",Role of fire in the Earth system","picontrol,historical,scenarios,firemip_deck_subset,firemip_fast-track_subset,firemip-nonfasttrack,scenarios,historical,picontrol,ismip7-scenario-extensions,scenarios,pmip,historical,picontrol,scenarios_extensions,scenarios,historical,dcpp,picontrol,lmip,highresmip2-ia,historical,scenarios,picontrol","scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,esm-hist,historical,dcppB-forecast-cmip6,esm-piControl,picontrol,land-hist,hist-1950,highresSST-p2k-pat,highres-future-scen7-m,highresSST-p4k-pat,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,esm-piControl,picontrol,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,esm-hist,historical,esm-piControl,picontrol,scen7-h-ext,esm-scen7-h-ext,scen7-vl-ext,esm-scen7-vl-ext,scen7-hl-ext,esm-scen7-hl-ext,scen7-ml-ext,esm-scen7-ml-ext,scen7-m-ext,esm-scen7-m-ext,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,abrupt-127k,1pctco2,abrupt-0p5xco2,abrupt-2xco2,abrupt-4xco2,esm-hist,esm-piControl,historical,picontrol,scen7-h-ext,scen7-hl-ext,scen7-vl-ext,scen7-ln-ext,esm-scen7-hl-ext,esm-scen7-vl-ext,esm-scen7-ln-ext,scen7-m-ext,scen7-ml-ext,scen7-l-ext,esm-scen7-h-ext,esm-scen7-m-ext,esm-scen7-ml-ext,esm-scen7-l-ext,esm-piControl,picontrol,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,piclim-4xco2,piclim-anthro,piclim-control,dcppB-forecast-cmip6,land-hist,hist-nat,hist-aer,hist-ghg,hist-noFire,esm-s7h-noFireChange",,,,120,68400,1,"8,208",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,bab802f8-e5dd-11e5-8482-ac72891c3257
NEP,FATES_NEP,,Emon.nep,land.nep.tavg-u-hxy-lnd.mon.glb,nep_tavg-u-hxy-lnd,Emon.nep,120,nep,kg m-2 s-1,surface_net_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_all_land_processes_excluding_anthropogenic_land_use_change,Net Carbon Mass Flux out of Atmosphere Due to Net Ecosystem Productivity on Land [kgC m-2 s-1],Net Ecosystem Exchange,Global field (single level),,,real,land,,"longitude, latitude, time",Emon,mon,mon,,,down,LS3MIP [LCmon],time-intv,area: mean where land time: mean,area: areacella,,"FireMIP_monthly,ref_land_and_landice","Rapid Evaluation Framework,Role of fire in the Earth system","picontrol,historical,scenarios,firemip_deck_subset,firemip_fast-track_subset,firemip-nonfasttrack,fast-track,deck","abrupt-127k,scen7-vl,1pctco2-bgc,1pctco2-rad,abrupt-0p5xco2,abrupt-2xco2,amip-p4k,amip-piforcing,esm-flat10-cdr,esm-flat10-zec,scen7-h,hist-aer,hist-ghg,hist-nat,hist-piaer,hist-piaq,dcppB-forecast-cmip6,land-hist,scen7-ln,scen7-ml,scen7-m,g7-1p5k-sai,piclim-aer,piclim-histaer,piclim-histall,piclim-ch4,esm-scen7-vl-aq,scen7-l,esm-flat10,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,piclim-nox,piclim-so2,piclim-ods,piclim-n2o,esm-scen7-vl-aer,esm-scen7-h-aq,esm-scen7-h-aer,scen7-hl,esm-scen7-hl,scen7-h-aer,scen7-h-aq,scen7-vl-aer,scen7-vl-aq,1pctco2,abrupt-4xco2,amip,esm-hist,esm-piControl,historical,piclim-4xco2,piclim-anthro,piclim-control,picontrol,esm-piControl,picontrol,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,piclim-4xco2,piclim-anthro,piclim-control,dcppB-forecast-cmip6,land-hist,hist-nat,hist-aer,hist-ghg,hist-noFire,esm-s7h-noFireChange",,,,120,68400,1,"8,208",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,d2290cee-4a9f-11e6-b84e-ac72891c3257
